store_name,location_long,location_lat,product_group,product_brand,product_name,sales_volume,date_of_manufacture,date_of_expiry,product_price,status,duration_of_expiry,discount,discount_percentage,discount_price,last_status,ultra_discount_percentage,ultra_discount
MegaMarket,69.34874710391618,41.29736389236789,Dairy Products,Parmalat,Cheese,52,2024-10-30,2025-01-01,4.71,yes,63,yes,50.0,2.355,no,50.0,2.355
FoodWorld,69.28995432874183,41.23745912574552,Meat Products,Tyson,Smoked Meat,55,2024-04-28,2024-06-01,17.05,no,34,yes,50.0,8.525,no,50.0,8.525
TastyBite,69.1948781247203,41.343534030731945,Meat Products,Hormel,Poultry,58,2025-01-21,2025-03-14,13.52,yes,52,no,0.0,0.0,no,0.0,0.0
GoldenCart,69.3784204212103,41.2872659056164,Meat Products,Cherkizovo,Sausage,36,2025-02-09,2025-04-07,23.96,yes,57,yes,30.5,7.3078,yes,30.5,7.3078
MarketMax,69.22039910083474,41.296652346623425,Bakery Products,Barilla,Pasta,78,2024-10-29,2024-11-13,1.88,yes,15,yes,50.0,0.94,no,50.0,0.94
GoldenCart,69.26268998077126,41.230308932506034,Dairy Products,Amul,Yogurt,87,2024-11-04,2025-01-04,4.98,no,61,yes,50.0,2.49,no,50.0,2.49
NutriMart,69.11164116924768,41.295205855414274,Meat Products,Hormel,Lamb,15,2024-04-01,2024-05-25,8.72,yes,54,yes,50.0,4.36,no,50.0,4.36
TastyBite,69.12414095972623,41.36067465682405,Beverages,Pepsi,Coffee,37,2024-11-25,2025-12-14,2.72,no,384,yes,15.6,0.42432,no,0.0,0.0
FoodWorld,69.37737087286287,41.29950264527395,Dairy Products,Campina,Butter,41,2024-09-12,2024-10-04,6.4,yes,22,yes,50.0,3.2,no,50.0,3.2
PrimePick,69.33470208466072,41.28765912682776,Bakery Products,Ozon,Noodles,29,2024-05-20,2024-07-17,6.54,yes,58,yes,50.0,3.27,no,50.0,3.27
FoodWorld,69.1419273596212,41.39034638878465,Meat Products,Perdue,Hot Dogs,17,2025-01-26,2025-02-07,6.31,yes,12,yes,48.8,3.07928,no,48.8,3.07928
FoodWorld,69.12875026414463,41.205173990611165,Sweets,Mars,Candies,41,2025-02-10,2025-06-17,6.5,yes,127,no,0.0,0.0,yes,0.0,0.0
GoldenCart,69.2464782509844,41.327149187392834,Sweets,Roshen,Candies,99,2024-05-24,2025-03-31,7.03,no,311,yes,32.0,2.2496,no,32.0,2.2496
FreshFoods,69.20292560233261,41.23055008436691,Bakery Products,Ozon,Buns,29,2024-09-12,2025-01-29,7.26,no,139,yes,50.0,3.63,no,50.0,3.63
PrimePick,69.34058953461924,41.239440353955445,Meat Products,Oscar Mayer,Smoked Meat,39,2025-01-27,2025-03-09,6.87,yes,41,no,0.0,0.0,no,0.0,0.0
NutriMart,69.20392620674899,41.33821906893746,Sweets,Roshen,Cakes,73,2024-04-09,2024-07-22,2.81,no,104,yes,50.0,1.405,no,50.0,1.405
NutriMart,69.30699852229677,41.234278207114606,Sweets,Nestlé,Halva,82,2024-04-03,2025-03-13,10.89,yes,344,yes,37.0,4.0293,no,37.0,4.0293
PrimePick,69.37382281113865,41.37534680317792,Beverages,Nestlé Pure Life,Tea,10,2024-04-18,2025-03-25,7.15,yes,341,yes,21.1,1.5086500000000005,yes,21.1,1.5086500000000005
EcoGrocer,69.20054850902618,41.27053753873264,Meat Products,Hormel,Sausage,17,2024-09-24,2024-11-02,16.23,yes,39,yes,50.0,8.115,no,50.0,8.115
FoodWorld,69.26975951789257,41.302426923284855,Bakery Products,Barilla,Wheat Flour,38,2024-10-01,2025-03-14,3.93,no,164,no,0.0,0.0,no,0.0,0.0
SuperValue,69.13929435542092,41.33172597739418,Meat Products,Oscar Mayer,Lamb,64,2024-12-07,2025-01-12,14.98,yes,36,yes,50.0,7.49,no,50.0,7.49
MegaMarket,69.38730496082921,41.34396633544803,Beverages,Pepsi,Carbonated Drinks,75,2024-09-15,2025-05-02,1.71,yes,229,yes,23.8,0.40698,yes,23.8,0.40698
FoodWorld,69.19374225636993,41.32368677435651,Dairy Products,President,Yogurt,34,2024-09-22,2024-11-26,4.93,yes,65,yes,50.0,2.465,no,50.0,2.465
NutriMart,69.31910140781294,41.26736719078034,Meat Products,Tyson,Sausage,65,2024-11-04,2024-12-29,16.0,no,55,yes,50.0,8.0,no,50.0,8.0
NutriMart,69.14433016630444,41.33211331213529,Dairy Products,President,Kefir,44,2024-12-29,2025-02-27,8.04,yes,60,yes,38.5,3.0954,no,38.5,3.0954
TastyBite,69.1255456532615,41.21214528632517,Dairy Products,Danone,Cream,43,2024-11-16,2025-02-04,5.66,yes,80,yes,48.2,2.72812,no,48.2,2.72812
TastyBite,69.11575903383421,41.34302835434435,Meat Products,Oscar Mayer,Sausage,79,2024-08-19,2024-10-02,11.73,no,44,yes,50.0,5.865,no,50.0,5.865
TastyBite,69.10593309645806,41.25532058384485,Beverages,Coca-Cola,Juices,43,2024-05-14,2026-01-10,9.17,no,606,no,0.0,0.0,no,0.0,0.0
MegaMarket,69.18194954761091,41.337403482641996,Sweets,Roshen,Candies,93,2024-04-14,2025-03-15,3.71,yes,335,yes,41.3,1.53223,no,41.3,1.53223
NutriMart,69.17887735487828,41.20497444225276,Bakery Products,Barilla,Noodles,90,2024-05-14,2024-07-08,1.13,yes,55,yes,50.0,0.565,no,50.0,0.565
SuperValue,69.19433510931172,41.352468967635076,Sweets,Roshen,Ice Cream,95,2024-04-19,2024-09-26,7.19,yes,160,yes,50.0,3.595,no,50.0,3.595
FoodWorld,69.32073606080243,41.35110093989503,Bakery Products,Pioner,Noodles,44,2024-12-23,2025-03-30,5.73,no,97,yes,29.3,1.67889,no,29.3,1.67889
PrimePick,69.33680022870665,41.34998315457036,Bakery Products,Ozon,Noodles,39,2024-07-12,2024-10-03,6.4,no,83,yes,50.0,3.2,no,50.0,3.2
FoodWorld,69.30370306486302,41.237330005200455,Meat Products,Hormel,Beef,74,2024-12-22,2025-01-22,22.92,yes,31,yes,50.0,11.46,no,50.0,11.46
GoldenCart,69.13046283518187,41.33071413990937,Meat Products,Tyson,Poultry,92,2024-04-28,2024-05-27,23.48,yes,29,yes,50.0,11.74,no,50.0,11.74
FoodWorld,69.2023490202899,41.261671513982904,Meat Products,Cherkizovo,Smoked Meat,35,2024-05-28,2024-06-10,17.31,yes,13,yes,50.0,8.655,no,50.0,8.655
EcoGrocer,69.2040221283271,41.29987002750997,Bakery Products,Makfa,Wheat Flour,13,2024-10-16,2025-01-15,6.02,yes,91,yes,50.0,3.01,no,50.0,3.01
SuperValue,69.20478084087999,41.28671518533243,Bakery Products,Pioner,Buns,61,2024-11-18,2025-05-10,2.4,no,173,yes,20.0,0.48,no,0.0,0.0
GoldenCart,69.38632521286863,41.34155315133366,Dairy Products,Campina,Cottage Cheese,30,2024-12-17,2025-01-04,9.31,yes,18,yes,50.0,4.655,no,50.0,4.655
SuperValue,69.15917796939534,41.27153449525941,Beverages,Lipton,Carbonated Drinks,96,2024-08-14,2025-03-20,1.13,yes,218,yes,33.2,0.37516,yes,33.2,0.37516
FreshFoods,69.19959136184714,41.21270155412572,Beverages,Nescafé,Coffee,64,2024-05-26,2026-04-22,7.55,yes,696,no,0.0,0.0,yes,0.0,0.0
FreshFoods,69.30184953978797,41.247617690839405,Meat Products,Oscar Mayer,Beef,95,2024-09-07,2024-11-03,10.9,yes,57,yes,50.0,5.45,no,50.0,5.45
EcoGrocer,69.35366832913876,41.36666557254117,Beverages,Lipton,Coffee,42,2024-05-02,2025-12-13,10.37,yes,590,no,0.0,0.0,yes,0.0,0.0
SuperValue,69.27087944568216,41.34673444749307,Dairy Products,Parmalat,Cheese,31,2024-11-02,2024-12-20,9.63,yes,48,yes,50.0,4.815,no,50.0,4.815
NutriMart,69.38128988973817,41.272348275413286,Bakery Products,Barilla,Buns,16,2024-11-12,2025-02-05,2.12,yes,85,yes,47.5,1.007,no,47.5,1.007
PrimePick,69.18989048058788,41.23856982470889,Meat Products,Hormel,Hot Dogs,29,2024-07-09,2024-07-24,14.56,yes,15,yes,50.0,7.28,no,50.0,7.28
NutriMart,69.31045721781919,41.38465925766896,Beverages,Nescafé,Carbonated Drinks,98,2024-07-23,2025-04-12,8.36,yes,263,yes,23.9,1.99804,yes,23.9,1.99804
GoldenCart,69.14183670826907,41.35011597935833,Dairy Products,Amul,Cottage Cheese,26,2025-01-06,2025-03-29,3.2,yes,82,no,0.0,0.0,yes,0.0,0.0
TastyBite,69.19080627796332,41.20648069976807,Sweets,Nestlé,Chocolate,66,2024-11-02,2025-02-28,6.53,yes,118,yes,47.2,3.0821600000000005,no,47.2,3.0821600000000005
FoodWorld,69.18171097960736,41.31960353616985,Meat Products,Tyson,Sausage,33,2024-03-20,2024-05-13,9.36,yes,54,yes,50.0,4.68,no,50.0,4.68
MarketMax,69.13732466273609,41.26050657161388,Dairy Products,Nestlé,Cheese,5,2024-08-12,2024-10-17,3.44,yes,66,yes,50.0,1.72,no,50.0,1.72
MarketMax,69.23623470197593,41.20930853086385,Beverages,Lipton,Tea,11,2024-12-20,2025-11-01,10.15,yes,316,no,0.0,0.0,yes,0.0,0.0
SuperValue,69.31260341234581,41.26210975665073,Bakery Products,Makfa,Wheat Flour,97,2024-03-30,2024-06-21,4.24,no,83,yes,50.0,2.12,no,50.0,2.12
MarketMax,69.13673929602693,41.33121284465029,Bakery Products,Pioner,Bread,20,2024-08-07,2024-10-01,7.56,no,55,yes,50.0,3.78,no,50.0,3.78
FreshFoods,69.27694988932831,41.21972950864544,Sweets,Mars,Candies,27,2024-04-22,2024-09-10,7.94,yes,141,yes,50.0,3.97,no,50.0,3.97
MegaMarket,69.12604155064663,41.31574059240521,Beverages,Pepsi,Coffee,28,2024-04-16,2025-03-05,8.05,yes,323,yes,40.5,3.2602500000000005,no,40.5,3.2602500000000005
NutriMart,69.3145231855131,41.32819234040033,Meat Products,Oscar Mayer,Poultry,19,2024-12-10,2024-12-31,13.27,yes,21,yes,50.0,6.635,no,50.0,6.635
TastyBite,69.33124540745263,41.298058447477274,Bakery Products,Pioner,Noodles,64,2024-04-12,2024-07-16,7.59,yes,95,yes,50.0,3.795,no,50.0,3.795
TastyBite,69.35766959358112,41.335160524003584,Bakery Products,Ozon,Biscuits,24,2024-12-19,2025-04-26,2.69,yes,128,no,0.0,0.0,yes,0.0,0.0
SuperValue,69.12585872617676,41.336656894321976,Sweets,Nestlé,Ice Cream,72,2024-12-15,2025-05-22,5.88,yes,158,no,0.0,0.0,yes,0.0,0.0
GoldenCart,69.35166161914456,41.214832147910585,Meat Products,Tyson,Hot Dogs,93,2024-06-24,2024-07-04,10.37,yes,10,yes,50.0,5.185,no,50.0,5.185
NutriMart,69.178635940906,41.39335804063375,Sweets,Roshen,Candies,62,2024-07-03,2025-03-20,5.03,no,260,no,0.0,0.0,no,0.0,0.0
EcoGrocer,69.10350647185453,41.383155239077674,Dairy Products,Campina,Butter,62,2024-07-21,2024-08-30,5.17,yes,40,yes,50.0,2.585,no,50.0,2.585
GoldenCart,69.35569828265704,41.24578987012989,Sweets,Milka,Cakes,34,2024-09-19,2025-09-06,10.83,yes,352,no,0.0,0.0,yes,0.0,0.0
FoodWorld,69.14695549845176,41.274119028559134,Bakery Products,Ozon,Bread,53,2024-04-11,2024-09-09,7.05,no,151,yes,50.0,3.525,no,50.0,3.525
MegaMarket,69.24052151381706,41.26648663119465,Sweets,Nestlé,Cakes,20,2024-06-27,2025-03-12,4.3,yes,258,no,0.0,0.0,no,0.0,0.0
EcoGrocer,69.15623824300432,41.36645307923253,Meat Products,Hormel,Sausage,93,2025-02-10,2025-04-05,14.81,yes,54,yes,33.3,4.93173,yes,33.3,4.93173
GoldenCart,69.27787669749513,41.3232222087724,Beverages,Pepsi,Coffee,83,2024-04-18,2026-04-04,1.47,no,716,yes,15.6,0.22932,no,0.0,0.0
MegaMarket,69.15148691794391,41.38167696498309,Bakery Products,Barilla,Buns,20,2024-03-23,2024-05-24,4.54,yes,62,yes,50.0,2.27,no,50.0,2.27
NutriMart,69.36729663317601,41.27071134877197,Beverages,Lipton,Mineral Water,1,2024-12-16,2026-08-09,1.17,yes,601,yes,12.4,0.14508,yes,0.0,0.0
PrimePick,69.20600279416324,41.29326529170748,Sweets,Nestlé,Candies,14,2024-05-07,2025-04-30,3.49,yes,358,yes,19.0,0.6631,yes,0.0,0.0
TastyBite,69.38120173876864,41.35144049947949,Beverages,Coca-Cola,Juices,52,2024-11-09,2026-01-12,14.86,yes,429,yes,13.6,2.02096,yes,0.0,0.0
FreshFoods,69.32634672527028,41.31581131722952,Dairy Products,Nestlé,Cheese,49,2024-09-28,2024-12-21,5.81,yes,84,yes,50.0,2.905,no,50.0,2.905
SuperValue,69.35412029484141,41.2258222121502,Meat Products,Cherkizovo,Beef,68,2024-04-09,2024-04-30,9.23,no,21,yes,50.0,4.615,no,50.0,4.615
NutriMart,69.38746230749676,41.39851943309729,Dairy Products,Campina,Kefir,70,2025-01-01,2025-01-19,3.43,no,18,yes,49.9,1.71157,no,49.9,1.71157
MegaMarket,69.23690906316799,41.23625681863945,Beverages,Coca-Cola,Juices,21,2025-01-01,2026-03-03,8.93,no,426,yes,9.8,0.87514,no,0.0,0.0
TastyBite,69.32393686414368,41.30180734145545,Bakery Products,Barilla,Noodles,96,2024-09-12,2024-10-02,1.68,yes,20,yes,50.0,0.84,no,50.0,0.84
FreshFoods,69.39237580644424,41.23752668011353,Sweets,Nestlé,Cakes,4,2025-02-06,2025-09-23,9.84,yes,229,yes,22.4,2.20416,yes,22.4,2.20416
EcoGrocer,69.22429691331686,41.39335381604045,Beverages,Pepsi,Coffee,85,2024-09-29,2025-06-23,11.81,yes,267,yes,21.3,2.51553,yes,21.3,2.51553
EcoGrocer,69.1234277914317,41.298241600530766,Bakery Products,Pioner,Buns,82,2024-06-05,2024-09-19,3.22,yes,106,yes,50.0,1.61,no,50.0,1.61
MegaMarket,69.26687225629918,41.27485976225118,Meat Products,Tyson,Lamb,12,2024-06-22,2024-07-26,13.98,yes,34,yes,50.0,6.99,no,50.0,6.99
MarketMax,69.23153314111171,41.380438260385525,Sweets,Mars,Halva,77,2024-09-01,2025-06-15,2.12,yes,287,yes,21.3,0.45156,yes,21.3,0.45156
FreshFoods,69.25365511182173,41.389495393120264,Bakery Products,Yashkino,Noodles,22,2024-09-29,2024-11-18,1.97,yes,50,yes,50.0,0.985,no,50.0,0.985
FoodWorld,69.27915647303817,41.29228430080763,Meat Products,Perdue,Poultry,62,2024-04-27,2024-05-27,10.03,yes,30,yes,50.0,5.015,no,50.0,5.015
FoodWorld,69.26456839752123,41.30182295628333,Dairy Products,Danone,Kefir,1,2024-10-07,2024-12-02,8.73,yes,56,yes,50.0,4.365,no,50.0,4.365
GoldenCart,69.16640742796723,41.26223906749094,Sweets,Ferrero,Cakes,42,2025-01-21,2025-08-01,6.79,yes,192,no,0.0,0.0,yes,0.0,0.0
MarketMax,69.1279663361883,41.322257994909,Beverages,Nescafé,Carbonated Drinks,42,2024-09-27,2026-01-07,12.43,yes,467,yes,16.3,2.02609,yes,0.0,0.0
FreshFoods,69.28397660895995,41.25603174386039,Sweets,Ferrero,Jam,99,2024-12-25,2025-04-07,11.53,yes,103,no,0.0,0.0,yes,0.0,0.0
EcoGrocer,69.26124469191969,41.359790089523855,Dairy Products,President,Cream,64,2024-05-29,2024-07-20,3.94,yes,52,yes,50.0,1.97,no,50.0,1.97
MarketMax,69.23632271587302,41.352292332389815,Sweets,Nestlé,Halva,52,2024-12-17,2025-12-01,11.23,no,349,no,0.0,0.0,no,0.0,0.0
MarketMax,69.28104068242871,41.385613790482935,Meat Products,Cherkizovo,Hot Dogs,82,2024-05-01,2024-05-14,20.38,yes,13,yes,50.0,10.19,no,50.0,10.19
GoldenCart,69.13554422834031,41.25754075236768,Sweets,Nestlé,Cakes,56,2024-05-12,2024-08-15,2.99,yes,95,yes,50.0,1.495,no,50.0,1.495
TastyBite,69.16969523318974,41.22599163885642,Bakery Products,Pioner,Bread,51,2024-11-11,2025-05-10,5.12,yes,180,no,0.0,0.0,yes,0.0,0.0
GoldenCart,69.229400895101,41.298699266487695,Meat Products,Perdue,Beef,15,2024-05-30,2024-06-28,11.24,yes,29,yes,50.0,5.62,no,50.0,5.62
EcoGrocer,69.38916721750603,41.222166160976165,Dairy Products,President,Cream,90,2024-11-05,2024-12-29,2.54,yes,54,yes,50.0,1.27,no,50.0,1.27
FreshFoods,69.11927678041143,41.27071157424083,Dairy Products,Campina,Butter,22,2024-07-21,2024-10-09,3.4,yes,80,yes,50.0,1.7,no,50.0,1.7
TastyBite,69.11013870693925,41.28340660149674,Beverages,Pepsi,Carbonated Drinks,82,2024-10-26,2026-06-03,1.41,yes,585,no,0.0,0.0,yes,0.0,0.0
EcoGrocer,69.31583817354682,41.33428787007763,Dairy Products,Campina,Yogurt,27,2024-08-08,2024-08-30,6.62,no,22,yes,50.0,3.31,no,50.0,3.31
TastyBite,69.13376335761656,41.382288529486495,Beverages,Coca-Cola,Juices,86,2024-11-24,2026-11-14,14.52,yes,720,yes,15.8,2.29416,yes,0.0,0.0
MarketMax,69.32589222919816,41.33813865679045,Meat Products,Hormel,Sausage,80,2024-06-15,2024-08-13,18.47,no,59,yes,50.0,9.235,no,50.0,9.235
NutriMart,69.2252043057826,41.37557052507597,Meat Products,Tyson,Lamb,40,2024-05-17,2024-06-04,12.47,yes,18,yes,50.0,6.235,no,50.0,6.235
MarketMax,69.28848579688719,41.34533168419514,Beverages,Lipton,Carbonated Drinks,63,2025-02-07,2027-02-07,10.71,yes,730,no,0.0,0.0,yes,0.0,0.0
SuperValue,69.15281274446222,41.363463267195485,Bakery Products,Makfa,Bread,58,2025-01-30,2025-02-19,7.06,no,20,yes,49.2,3.47352,no,49.2,3.47352
FoodWorld,69.3273710504599,41.24426920242343,Sweets,Roshen,Jam,64,2024-10-14,2025-09-20,6.16,no,341,yes,22.7,1.39832,no,22.7,1.39832
FoodWorld,69.36944567136504,41.39951948085853,Bakery Products,Ozon,Wheat Flour,36,2024-07-12,2024-12-03,3.02,no,144,yes,50.0,1.51,no,50.0,1.51
NutriMart,69.26749058418001,41.215823436373206,Sweets,Roshen,Chocolate,74,2024-05-16,2024-12-29,9.75,no,227,yes,50.0,4.875,no,50.0,4.875
GoldenCart,69.2931966420133,41.319679288169525,Beverages,Nescafé,Carbonated Drinks,55,2024-05-10,2025-07-17,5.17,no,433,yes,18.4,0.95128,no,0.0,0.0
FoodWorld,69.24305725245185,41.29829081491512,Dairy Products,President,Butter,16,2024-07-18,2024-08-27,8.49,yes,40,yes,50.0,4.245,no,50.0,4.245
GoldenCart,69.20828897673219,41.23356581852093,Beverages,Pepsi,Coffee,18,2024-07-02,2025-07-28,12.28,yes,391,no,0.0,0.0,yes,0.0,0.0
TastyBite,69.26528337455652,41.3493590657302,Meat Products,Hormel,Poultry,74,2024-08-02,2024-09-10,24.71,yes,39,yes,50.0,12.355,no,50.0,12.355
FreshFoods,69.13512731692772,41.24298536935395,Beverages,Coca-Cola,Juices,84,2024-05-22,2025-04-02,4.5,no,315,yes,23.3,1.0485,no,23.3,1.0485
EcoGrocer,69.20877631440445,41.27055256204687,Beverages,Pepsi,Coffee,81,2024-08-03,2026-03-30,6.25,yes,604,yes,11.0,0.6875,yes,0.0,0.0
FreshFoods,69.19684031798589,41.374967379222745,Meat Products,Perdue,Sausage,42,2025-01-10,2025-01-17,22.38,no,7,yes,50.0,11.19,no,50.0,11.19
FreshFoods,69.1544555219987,41.370409016480544,Meat Products,Tyson,Hot Dogs,51,2024-07-08,2024-08-11,21.5,yes,34,yes,50.0,10.75,no,50.0,10.75
GoldenCart,69.19734440616918,41.342020349422285,Sweets,Ferrero,Halva,63,2024-09-10,2025-01-02,2.46,yes,114,yes,50.0,1.23,no,50.0,1.23
FoodWorld,69.21028756089262,41.291174428761316,Bakery Products,Pioner,Biscuits,1,2024-10-24,2024-12-21,7.97,no,58,yes,50.0,3.985,no,50.0,3.985
PrimePick,69.11931251396838,41.263157934213204,Meat Products,Tyson,Smoked Meat,47,2024-07-25,2024-08-06,12.44,no,12,yes,50.0,6.22,no,50.0,6.22
SuperValue,69.1990453601537,41.26956312848132,Bakery Products,Pioner,Buns,12,2024-05-06,2024-05-13,2.49,yes,7,yes,50.0,1.245,no,50.0,1.245
NutriMart,69.21844558553992,41.25441348696321,Dairy Products,Nestlé,Cream,44,2024-05-19,2024-07-26,7.55,yes,68,yes,50.0,3.775,no,50.0,3.775
EcoGrocer,69.26385699544457,41.34214829897636,Dairy Products,Nestlé,Kefir,48,2024-08-19,2024-09-19,5.06,no,31,yes,50.0,2.53,no,50.0,2.53
SuperValue,69.2761257524105,41.35866916424337,Dairy Products,Amul,Cottage Cheese,2,2025-01-25,2025-03-01,5.52,no,35,yes,30.5,1.6835999999999998,no,30.5,1.6835999999999998
SuperValue,69.38381957859718,41.23362293678387,Beverages,Pepsi,Mineral Water,13,2024-05-29,2025-03-31,9.25,yes,306,no,0.0,0.0,yes,0.0,0.0
MarketMax,69.37413584240792,41.233929413299535,Meat Products,Tyson,Lamb,71,2025-01-20,2025-03-06,19.42,yes,45,yes,48.5,9.4187,no,48.5,9.4187
MegaMarket,69.25110486518486,41.231875355096335,Meat Products,Oscar Mayer,Hot Dogs,78,2024-12-04,2024-12-23,19.96,yes,19,yes,50.0,9.98,no,50.0,9.98
MegaMarket,69.32404489940693,41.39092143317816,Bakery Products,Pioner,Biscuits,15,2024-07-20,2024-12-01,5.47,yes,134,yes,50.0,2.735,no,50.0,2.735
MegaMarket,69.34004318412994,41.317635633132944,Bakery Products,Pioner,Noodles,54,2024-09-22,2025-02-15,5.78,no,146,yes,48.1,2.7801800000000005,no,48.1,2.7801800000000005
FreshFoods,69.1393177016945,41.27492655108224,Meat Products,Oscar Mayer,Beef,8,2024-10-08,2024-11-16,10.73,no,39,yes,50.0,5.365,no,50.0,5.365
MarketMax,69.17070059000066,41.33076783725293,Sweets,Roshen,Halva,20,2024-08-08,2024-12-18,5.1,yes,132,yes,50.0,2.55,no,50.0,2.55
EcoGrocer,69.1338381045593,41.28566830675823,Meat Products,Perdue,Hot Dogs,82,2025-02-14,2025-04-05,17.86,yes,50,yes,35.8,6.393879999999999,yes,35.8,6.393879999999999
MarketMax,69.2403564035333,41.31511731978332,Dairy Products,Danone,Milk,56,2024-05-17,2024-07-28,6.9,yes,72,yes,50.0,3.45,no,50.0,3.45
SuperValue,69.35910548128383,41.33220450006755,Dairy Products,Danone,Cheese,45,2024-12-11,2025-03-01,8.26,no,80,yes,42.5,3.5105,no,42.5,3.5105
SuperValue,69.21435054026878,41.29396829472309,Meat Products,Tyson,Beef,43,2024-10-24,2024-11-17,15.48,yes,24,yes,50.0,7.74,no,50.0,7.74
NutriMart,69.1283084351274,41.38931990374482,Sweets,Milka,Chocolate,64,2025-01-03,2025-06-27,5.68,yes,175,yes,15.1,0.8576799999999999,yes,0.0,0.0
FreshFoods,69.2052962768274,41.298112258195694,Dairy Products,Danone,Cream,66,2024-03-20,2024-04-08,8.87,yes,19,yes,50.0,4.435,no,50.0,4.435
MegaMarket,69.10839229259848,41.25765813417033,Bakery Products,Makfa,Wheat Flour,71,2024-10-19,2024-12-22,3.25,yes,64,yes,50.0,1.625,no,50.0,1.625
GoldenCart,69.29663431994308,41.29610242800673,Meat Products,Tyson,Hot Dogs,87,2024-04-14,2024-05-02,9.46,yes,18,yes,50.0,4.73,no,50.0,4.73
MegaMarket,69.22804413590465,41.20733507995744,Beverages,Nestlé Pure Life,Juices,42,2024-05-02,2026-02-08,1.11,yes,647,no,0.0,0.0,yes,0.0,0.0
NutriMart,69.36639066077633,41.35360696598769,Bakery Products,Pioner,Bread,76,2024-11-26,2025-01-22,6.13,yes,57,yes,50.0,3.065,no,50.0,3.065
EcoGrocer,69.33140562613828,41.291036469970166,Dairy Products,Danone,Cottage Cheese,45,2025-02-07,2025-02-22,9.61,yes,15,yes,44.0,4.2284,no,44.0,4.2284
MarketMax,69.27560404037025,41.34920304342387,Dairy Products,Danone,Cottage Cheese,31,2024-10-19,2025-01-03,9.69,no,76,yes,50.0,4.845,no,50.0,4.845
SuperValue,69.31011772216013,41.34140806901953,Bakery Products,Yashkino,Biscuits,90,2024-09-25,2025-01-27,7.82,yes,124,yes,50.0,3.91,no,50.0,3.91
FreshFoods,69.29348356007038,41.239541474287826,Beverages,Coca-Cola,Coffee,73,2024-04-19,2026-01-04,10.27,yes,625,no,0.0,0.0,yes,0.0,0.0
PrimePick,69.15933269549973,41.284471945972356,Beverages,Nestlé Pure Life,Juices,58,2024-08-05,2025-09-28,2.05,yes,419,no,0.0,0.0,yes,0.0,0.0
NutriMart,69.36499401445901,41.26132998487489,Beverages,Lipton,Juices,53,2024-05-19,2026-05-17,6.02,no,728,no,0.0,0.0,no,0.0,0.0
FoodWorld,69.10171591720774,41.35314750296877,Dairy Products,Nestlé,Yogurt,88,2024-08-21,2024-09-09,3.72,no,19,yes,50.0,1.86,no,50.0,1.86
SuperValue,69.3133326206904,41.29654627615836,Meat Products,Perdue,Hot Dogs,7,2024-08-19,2024-09-11,21.4,yes,23,yes,50.0,10.7,no,50.0,10.7
MarketMax,69.19827812266793,41.34141365909531,Sweets,Ferrero,Chocolate,60,2024-05-10,2024-10-18,3.21,yes,161,yes,50.0,1.605,no,50.0,1.605
EcoGrocer,69.25700476453235,41.270985656171064,Meat Products,Tyson,Hot Dogs,76,2024-07-29,2024-09-26,6.5,no,59,yes,50.0,3.25,no,50.0,3.25
EcoGrocer,69.28124269742152,41.28120071150506,Bakery Products,Barilla,Bread,16,2024-04-09,2024-08-12,1.35,no,125,yes,50.0,0.675,no,50.0,0.675
MarketMax,69.26201480659016,41.29401306964949,Dairy Products,President,Cream,55,2024-06-15,2024-08-13,3.72,yes,59,yes,50.0,1.86,no,50.0,1.86
PrimePick,69.29119954976989,41.28173231152098,Sweets,Roshen,Halva,32,2025-02-13,2025-10-12,6.99,no,241,yes,20.6,1.4399400000000002,no,20.6,1.4399400000000002
FoodWorld,69.23965485983744,41.3978244628542,Bakery Products,Pioner,Pasta,83,2024-12-13,2025-02-21,5.42,no,70,yes,47.7,2.58534,no,47.7,2.58534
MegaMarket,69.38341237801683,41.278994625125485,Meat Products,Perdue,Hot Dogs,63,2024-09-11,2024-10-24,15.05,yes,43,yes,50.0,7.525,no,50.0,7.525
SuperValue,69.18076419639466,41.38675811899394,Dairy Products,Parmalat,Milk,61,2024-12-15,2025-02-12,8.13,no,59,yes,46.9,3.81297,no,46.9,3.81297
SuperValue,69.18443878198234,41.23916596271653,Meat Products,Cherkizovo,Smoked Meat,8,2024-07-09,2024-08-21,21.93,no,43,yes,50.0,10.965,no,50.0,10.965
